ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbol
ENSG00000215440,188.59292407121663,-1.3502403306348065,0.14494203292999855,2.1195664506400515e-21,3.737502174628624e-20,LOC124904942
ENSG00000215533,27.165219281680578,2.5296822433780286,0.45308262992658294,2.482011384291484e-9,1.7336936914043068e-8,LINC00189
ENSG00000215559,21.07296572698586,1.37529049632683,0.44164011523383434,2.4828672395216326e-4,8.390780044976216e-4,ANKRD20A11P
ENSG00000215784,75.95134765900359,-2.322006266197194,0.25424384918395593,6.50424153548684e-21,1.1171246013871877e-19,FAM72D
ENSG00000215788,198.72394452653097,1.226685671101623,0.14008371299804076,3.799904780308917e-19,5.820896608446188e-18,TNFRSF25
ENSG00000215845,34.09099034818322,-3.7409741328200288,0.48682361017058745,3.053025784800322e-15,3.589001422576379e-14,TSTD1
ENSG00000215915,18.763484439701955,2.1140686107424784,0.5258803823661624,5.550568466236072e-6,2.4771518998640736e-5,ATAD3C
ENSG00000217555,220.0257494443239,-1.386765108922346,0.13956517053792858,4.464093932828622e-24,9.141312350192287e-23,CKLF
ENSG00000218510,23.92481473718361,-1.7124697784645337,0.4372460897753852,1.0041630188568688e-5,4.346990482612796e-5,LINC00339
ENSG00000219355,6.051496965437491,2.211875670903633,0.9930397842548964,0.002040202031039481,0.005678359563766497,RPL31P52
ENSG00000220201,39.645139501944364,2.6024147536689366,0.3613508758463797,5.5108300804591935e-14,5.957552682349278e-13,ZGLP1
ENSG00000221821,30.445401854821654,-1.9304594352442002,0.4018163853283624,1.7084178780212404e-7,9.489881597548857e-7,C6orf226
ENSG00000221916,4.07578415194586,-1.7086258185918188,1.348747377398567,0.013371488856372344,0.029804147212167006,C19orf73
ENSG00000221926,86.58691104623966,1.5402512175620644,0.23151432731411947,3.689006489892082e-12,3.437729477075006e-11,TRIM16
ENSG00000221963,110.54495372298062,1.1336384328099063,0.19229684688362947,7.765772546020777e-10,5.70568566228471e-9,APOL6
ENSG00000221978,812.4454544303682,1.0360857873821774,0.07425332425984828,7.389788998551728e-45,3.4697027043495835e-43,CCNL2
ENSG00000222020,6.689879913912013,-6.337954833694334,2.5746100646407215,4.018312163409826e-6,1.8473526660867306e-5,HDAC4-AS1
ENSG00000223551,12.354262614807697,1.1962195149711536,0.586559694369589,0.00572763466624275,0.01424503403122903,TMSB4XP4
ENSG00000223768,33.27143657553282,1.6625330124535755,0.3683102430834819,7.563420852044797e-7,3.844698556116301e-6,LINC00205
ENSG00000223855,11.930092327905912,-1.2710635117888875,0.606801305168304,0.004607222380242724,0.01173621495577079,PDGFA-DT
ENSG00000224261,6.266343815647697,2.6099947917724395,1.0829174769950272,0.0012854810018421649,0.003759090381285269,RPSAP18
ENSG00000224349,9.114289134301936,-1.6878725370653735,0.7815162569376922,0.002757573682182425,0.00744136955215696,FAM135A-AS1
ENSG00000224389,12.639390401974813,1.118517545422988,0.5779266649906263,0.007895889482863053,0.018897265283220728,C4B
ENSG00000224420,18.20182766433878,1.1177977770784178,0.47931393163126634,0.003322138800172005,0.008769518090274405,ADM5
ENSG00000224459,9.296600438774988,-2.303477107124495,0.8349848778911154,4.7499673590122173e-4,0.0015219459315066403,SLC25A34-AS1
ENSG00000224536,14.422912024294968,1.2008405356385419,0.5457754408050138,0.0039894308209870565,0.010331636280852576,CSRP1-AS1
ENSG00000224596,7.122436395102845,2.2188570949972037,0.8989847247114253,0.0010524989849322235,0.0031426451346894427,ZMIZ1-AS1
ENSG00000224870,22.947941634757722,-1.5025700467149334,0.434973359807274,6.907052011189195e-5,2.599974274610354e-4,MRPL20-AS1
ENSG00000224892,5.999253246512361,2.5095537960514207,1.0512622343294795,0.0013841251478068795,0.004018672904444782,RPS4XP16
ENSG00000225190,143.57580205917824,1.4244051608043138,0.16780650544313755,3.362691745509758e-18,4.886988827952368e-17,PLEKHM1
ENSG00000225269,10.103166159615087,-1.3508231577787058,0.7360462369056038,0.006871905193568259,0.016729120328567,LINC00705
ENSG00000225383,57.373176096073564,1.3793846616388563,0.2619830104742551,2.1703295482304736e-8,1.3652228457412423e-7,SFTA1P
ENSG00000225663,509.84687446446696,1.3935801004909232,0.09822053596309124,1.541085008503502e-46,7.595347541910117e-45,MCRIP1
ENSG00000225697,302.0669261384454,1.0417632345182841,0.12900579686917052,1.639640961215423e-16,2.101866078714763e-15,SLC26A6
ENSG00000225855,2.494867583242213,-3.728429109861566,2.8216062796992545,0.0028967845803884095,0.007765535691007443,RUSC1-AS1
ENSG00000226314,11.478896407227046,-1.3427250913694886,0.6430556085485639,0.004364229895749739,0.011178232479914195,ZKSCAN8P1
ENSG00000226510,2.684336945138707,-3.9246508875579185,2.7731519827446682,0.0022531225884895763,0.006210555379479403,UPK1A-AS1
